"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
後龍鎮,水尾里,234,138703,593,476,292,757,449.53,75.84
後龍鎮,龍津里,178,102477,576,463,300,703,482.66,83.84
後龍鎮,龍坑里,349,250273,717,508,317,852,730.18,101.82
後龍鎮,福寧里,201,158048,786,524,322,839,2198.57,279.61
後龍鎮,中和里,260,146269,563,455,302,732,390.62,69.43
後龍鎮,南港里,315,188697,599,487,308,754,538.74,89.93
三灣鄉,三灣村,704,499899,710,542,332,917,574.47,80.90
三灣鄉,內灣村,189,115361,610,498,312,760,480.58,78.74
三灣鄉,銅鏡村,255,208768,819,571,310,1006,876.16,107.02
三灣鄉,頂寮村,63,50291,798,532,412,834,732.38,91.75
三灣鄉,北埔村,141,87949,624,476,349,762,479.31,76.84
三灣鄉,大河村,124,91218,736,460,305,918,678.99,92.30
三灣鄉,大坪村,125,91718,734,623,369,983,567.96,77.41
三灣鄉,永和村,90,65525,728,493,265,853,873.09,119.92
三灣鄉,南江村,265,184010,694,534,331,874,622.09,89.59
三灣鄉,田美村,214,144564,676,516,308,803,614.31,90.94
三灣鄉,獅山村,193,128710,667,534,303,863,671.18,100.64
三灣鄉,南富村,294,213918,728,511,347,917,689.15,94.71
三灣鄉,員林村,282,193109,685,514,316,837,572.62,83.62
三灣鄉,蓬萊村,154,109876,713,539,326,863,1005.40,140.91
三灣鄉,東河村,187,111823,598,516,318,771,415.75,69.53
大湖鄉,大湖村,451,317284,704,569,355,898,524.48,74.55
大湖鄉,明湖村,182,125900,692,551,301,915,602.85,87.15
大湖鄉,靜湖村,453,298867,660,522,311,805,583.98,88.51
大湖鄉,大寮村,297,210189,708,544,324,927,667.48,94.32
大湖鄉,富興村,288,176401,613,519,308,778,489.08,79.85
大湖鄉,大南村,104,66148,636,543,374,804,429.96,67.60
大湖鄉,南湖村,157,103450,659,555,295,875,495.55,75.21
大湖鄉,義和村,293,202338,691,537,308,856,637.06,92.25
大湖鄉,東興村,137,95858,700,555,357,841,765.38,109.39
大湖鄉,武榮村,96,53062,553,448,297,663,412.94,74.71
大湖鄉,新開村,209,147343,705,559,269,903,725.55,102.92
大湖鄉,栗林村,160,100453,628,496,281,824,477.97,76.13
卓蘭鎮,老庄里,478,317232,664,524,324,827,552.07,83.18
卓蘭鎮,新榮里,246,161219,655,554,329,854,483.92,73.84
卓蘭鎮,中街里,196,138068,704,542,310,945,586.52,83.26
卓蘭鎮,新厝里,338,209791,621,505,286,845,538.73,86.80
卓蘭鎮,豐田里,225,142749,634,526,315,778,480.71,75.77
卓蘭鎮,西坪里,151,104808,694,527,290,896,617.46,88.96
卓蘭鎮,上新里,493,313410,636,501,323,785,594.79,93.56
卓蘭鎮,內灣里,439,276775,630,508,299,767,532.01,84.38
卓蘭鎮,苗豐里,166,117052,705,539,345,848,586.78,83.22
卓蘭鎮,坪林里,319,200042,627,474,295,758,608.51,97.04
卓蘭鎮,景山里,188,133736,711,589,290,902,654.00,91.94
獅潭鄉,百壽村,55,33935,617,562,274,896,447.16,72.47
獅潭鄉,永興村,123,79917,650,525,339,835,593.40,91.33
獅潭鄉,新店村,215,140191,652,516,304,869,491.80,75.42
獅潭鄉,和興村,112,75034,670,502,360,834,525.91,78.50
