"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
長濱鄉,忠勇村,70,33973,485,426,296,656,311.90,64.27
長濱鄉,竹湖村,154,80498,523,464,274,649,399.61,76.45
長濱鄉,寧埔村,214,118218,552,480,307,728,475.71,86.11
鹿野鄉,鹿野村,169,125719,744,618,392,956,532.24,71.55
鹿野鄉,永安村,239,157144,658,567,342,803,490.56,74.61
鹿野鄉,瑞源村,151,101014,669,561,305,800,494.04,73.85
鹿野鄉,瑞豐村,154,108001,701,545,346,900,545.10,77.73
鹿野鄉,龍田村,182,128854,708,534,341,837,737.04,104.10
鹿野鄉,瑞隆村,139,85356,614,490,316,706,557.65,90.81
鹿野鄉,瑞和村,106,71202,672,574,342,918,509.56,75.86
池上鄉,福原村,441,344055,780,593,342,1052,814.16,104.36
池上鄉,福文村,171,109918,643,463,317,750,602.69,93.76
池上鄉,慶豐村,96,62001,646,548,368,735,434.69,67.31
池上鄉,大坡村,41,28190,688,507,311,815,503.97,73.30
池上鄉,大埔村,164,112785,688,512,350,837,616.34,89.62
池上鄉,新興村,150,105052,700,515,315,779,671.70,95.91
池上鄉,錦園村,58,33504,578,515,319,724,426.63,73.86
池上鄉,萬安村,50,31712,634,525,326,832,437.79,69.03
池上鄉,富興村,49,26805,547,526,336,713,351.21,64.20
池上鄉,振興村,48,27790,579,467,306,707,401.87,69.41
綠島鄉,中寮村,276,218762,793,611,341,993,651.50,82.20
綠島鄉,公館村,223,192474,863,705,409,1121,1185.33,137.33
綠島鄉,南寮村,367,300267,818,684,397,1114,603.51,73.76
延平鄉,桃源村,219,151838,693,550,341,868,539.58,77.83
延平鄉,紅葉村,93,60045,646,534,337,844,465.79,72.14
延平鄉,武陵村,123,83798,681,603,372,858,431.98,63.41
延平鄉,永康村,66,40876,619,524,359,775,428.56,69.20
延平鄉,鸞山村,128,71067,555,489,288,704,394.80,71.11
海端鄉,海端村,218,141477,649,579,351,782,438.43,67.56
海端鄉,崁頂村,133,86720,652,589,382,789,395.70,60.69
海端鄉,加拿村,98,62782,641,538,347,829,397.35,62.03
海端鄉,霧鹿村,50,31161,623,516,404,781,328.57,52.72
海端鄉,利稻村,45,30532,678,624,382,927,372.65,54.92
海端鄉,廣原村,156,95193,610,534,299,772,421.47,69.07
達仁鄉,土坂村,135,87409,647,585,332,841,407.35,62.91
達仁鄉,臺坂村,73,41359,567,492,336,715,336.58,59.41
達仁鄉,新化村,43,27958,650,565,395,877,379.82,58.42
達仁鄉,安朔村,116,89133,768,633,456,1033,469.93,61.16
達仁鄉,森永村,85,55373,651,547,378,861,397.01,60.94
達仁鄉,南田村,55,38336,697,584,386,872,468.78,67.25
金峰鄉,嘉蘭村,170,111755,657,563,330,847,422.03,64.20
金峰鄉,歷坵村,29,18585,641,550,400,626,490.07,76.47
金峰鄉,新興村,99,77606,784,653,450,961,545.45,69.58
金峰鄉,賓茂村,60,43859,731,698,349,1007,422.39,57.78
金峰鄉,正興村,102,86340,846,697,398,1070,689.33,81.44
蘭嶼鄉,紅頭村,257,204664,796,639,400,947,635.32,79.78
蘭嶼鄉,東清村,187,113295,606,522,317,781,400.16,66.05
蘭嶼鄉,朗島村,111,67996,613,526,343,727,452.05,73.79
蘭嶼鄉,椰油村,172,134365,781,731,385,1007,478.89,61.30
