"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
大同區,雙連里,3086,2932521,950,639,355,1169,1374.73,144.67
大同區,建功里,1480,1519206,1026,614,345,1157,2080.68,202.70
大同區,景星里,778,597489,768,556,324,979,731.73,95.28
大同區,星明里,1999,2484013,1243,701,378,1344,4041.15,325.21
大同區,朝陽里,1530,1969553,1287,640,340,1257,3697.44,287.23
大同區,大有里,1721,1767096,1027,619,349,1208,1643.25,160.04
大同區,斯文里,1694,1739075,1027,601,338,1055,4215.87,410.66
大同區,揚雅里,1172,1396326,1191,597,356,1057,4948.27,415.33
大同區,國順里,805,579499,720,542,322,902,619.05,85.99
大同區,國慶里,1548,1685401,1089,683,382,1309,1942.09,178.38
大同區,隆和里,955,925537,969,597,336,1130,1437.62,148.34
大同區,南芳里,1326,1235228,932,590,343,1137,1339.42,143.78
大同區,鄰江里,2047,1731495,846,585,345,1009,964.77,114.06
大同區,玉泉里,1075,1211748,1127,684,403,1287,1546.41,137.19
大同區,光能里,1721,2982369,1733,621,362,1167,21141.88,1220.01
大同區,重慶里,2328,2540899,1091,704,371,1298,1691.45,154.97
大同區,至聖里,2744,3076994,1121,621,354,1151,3862.99,344.49
大同區,老師里,1845,1560949,846,599,358,1056,921.97,108.97
大同區,蓬萊里,1719,2028658,1180,615,340,1182,3443.37,291.78
大同區,民權里,2191,2559067,1168,744,400,1378,2124.51,181.89
大同區,文昌里,2,824,412,412,348,476,180.76,43.90
大同區,延平里,1336,1270097,951,603,351,1116,1366.86,143.78
大同區,永樂里,2020,2817369,1395,633,353,1212,5702.10,408.83
大同區,保安里,1314,1686238,1283,660,363,1209,5877.06,457.97
中山區,聚盛里,1382,1301582,942,605,332,1088,1526.72,162.10
中山區,大佳里,276,232550,843,539,321,1060,910.98,108.12
中山區,恆安里,1704,3156115,1852,695,363,1294,19329.49,1043.61
中山區,集英里,2352,3706615,1576,685,364,1348,12802.29,812.36
中山區,正守里,1238,1503313,1214,737,363,1424,1917.81,157.93
中山區,正義里,1756,1802946,1027,604,334,1108,3317.86,323.15
中山區,新生里,1657,1542006,931,621,353,1154,1021.94,109.81
中山區,松江里,2449,4060983,1658,728,381,1430,6481.18,390.85
中山區,江山里,2848,3640786,1278,742,397,1417,2855.93,223.40
中山區,中山里,2364,2402336,1016,641,347,1135,2061.41,202.85
中山區,成功里,2554,9886677,3871,1164,497,2540,24582.05,635.02
中山區,下埤里,2841,3365070,1184,716,388,1305,2374.29,200.45
中山區,中原里,1884,2480052,1316,722,379,1378,5235.31,397.71
中山區,新庄里,1661,1518618,914,608,340,1090,1490.25,163.00
中山區,江寧里,2664,3690359,1385,797,394,1558,2831.20,204.38
中山區,復華里,1786,2870795,1607,789,382,1658,3191.50,198.55
中山區,興亞里,2155,4022138,1866,708,373,1480,13686.35,733.29
中山區,朱園里,1824,5092654,2792,796,410,1603,23891.22,855.69
中山區,中央里,1340,3319473,2477,720,368,1344,44110.30,1780.64
中山區,新福里,1776,7275286,4096,624,351,1162,95720.93,2336.68
中山區,中庄里,1774,1905551,1074,617,347,1136,3647.72,339.59
中山區,康樂里,960,1247836,1300,656,332,1317,4213.83,324.18
中山區,行政里,2052,2090136,1019,630,352,1124,3229.96,317.10
中山區,聚葉里,1334,1452141,1089,672,357,1223,2090.05,192.00
中山區,正得里,1449,2431136,1678,704,365,1382,7757.73,462.37
中山區,中吉里,2060,3139683,1524,745,381,1555,6075.75,398.64
中山區,新喜里,1820,1953153,1073,637,364,1188,2916.01,271.72
中山區,埤頭里,1299,1323287,1019,691,370,1230,1369.28,134.42
中山區,大直里,3334,4288509,1286,778,409,1528,2176.58,169.21
中山區,劍潭里,1183,1273782,1077,700,385,1269,1371.23,127.35
中山區,力行里,2361,6761078,2864,814,415,1656,36864.71,1287.33
中山區,朱崙里,1073,1398764,1304,692,376,1442,2719.09,208.58
中山區,晴光里,1922,3101679,1614,661,362,1322,10315.28,639.20
中山區,永安里,3527,8043931,2281,999,472,2130,8153.36,357.50
中山區,圓山里,1493,1703177,1141,662,356,1214,4902.17,429.72
中山區,民安里,1683,2145508,1275,673,352,1337,2777.59,217.88
中山區,行孝里,1326,1168141,881,636,349,1151,832.30,94.48
中山區,龍洲里,1888,2383419,1262,753,394,1474,2427.29,192.28
中山區,行仁里,2705,2502766,925,620,354,1097,2085.80,225.43
中山區,朱馥里,2079,2260267,1087,678,376,1291,1574.14,144.79
中山區,金泰里,2654,8162140,3075,1023,504,2066,33099.66,1076.27
中山區,北安里,995,1143447,1149,772,411,1490,1164.22,101.31
文山區,景美里,1776,2179343,1227,775,422,1497,1636.74,133.38
文山區,景行里,2240,2475160,1105,733,395,1367,1442.87,130.58
文山區,景仁里,1631,1994865,1223,800,405,1568,1432.37,117.11
文山區,萬有里,1919,2380132,1240,801,447,1562,1614.35,130.16
文山區,景慶里,2129,2222300,1044,724,390,1320,1211.87,116.10
文山區,萬隆里,2540,2982253,1174,779,395,1536,1569.53,133.68
文山區,萬祥里,1587,1671071,1053,739,410,1376,1043.17,99.07
文山區,萬年里,1926,2607997,1354,743,389,1470,8023.44,592.53
文山區,萬盛里,1671,2002922,1199,763,407,1514,2351.37,196.17
文山區,萬和里,1056,1288036,1220,780,421,1429,1718.60,140.90
文山區,興福里,1928,2050655,1064,725,408,1366,1263.11,118.76
文山區,興得里,1985,2036656,1026,715,386,1337,1029.85,100.37
文山區,興豐里,1714,2169780,1266,801,413,1582,1624.89,128.36
文山區,興旺里,2883,3024326,1049,742,434,1367,1157.83,110.37
文山區,興光里,1143,1391600,1217,760,411,1526,1891.40,155.35
文山區,興安里,2271,3034335,1336,820,418,1613,2215.55,165.82
文山區,興昌里,2411,3625104,1504,885,453,1731,3608.89,240.02
文山區,興泰里,1371,1502963,1096,761,407,1354,1410.93,128.70
文山區,興業里,1901,2203018,1159,772,416,1426,2193.84,189.31
