"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
三民區,安康里,602,504962,839,507,320,794,4085.19,487.02
三民區,安寧里,368,235810,641,514,322,828,503.71,78.61
三民區,鼎盛里,2259,1886621,835,642,393,1055,785.85,94.10
三民區,鼎泰里,6998,7916164,1131,780,427,1387,1512.38,133.70
三民區,本武里,491,432087,880,670,398,1136,774.99,88.07
三民區,本文里,627,477889,762,594,341,950,671.96,88.16
三民區,寶盛里,1692,1554384,919,656,372,1179,916.99,99.82
三民區,寶華里,1108,1059235,956,676,390,1204,929.85,97.27
三民區,寶民里,1059,987136,932,680,385,1180,927.92,99.55
三民區,寶中里,932,733916,787,574,350,942,854.50,108.51
三民區,寶玉里,2584,2194105,849,633,371,1094,736.38,86.72
三民區,灣成里,615,500648,814,642,351,1036,715.10,87.84
三民區,安吉里,1480,1297822,877,607,336,1077,1318.90,150.40
三民區,安泰里,1262,1125324,892,617,343,1170,875.59,98.19
三民區,德仁里,661,705331,1067,648,375,1050,3590.05,336.44
三民區,寶國里,2479,2346754,947,689,386,1183,1002.03,105.85
三民區,正順里,1266,1149654,908,632,372,1138,882.36,97.17
三民區,安發里,1528,1397833,915,616,350,1088,1195.75,130.71
三民區,鼎中里,1095,890928,814,566,328,1028,853.91,104.95
三民區,寶業里,1713,1646352,961,672,370,1222,935.25,97.31
三民區,寶慶里,891,721696,810,610,350,1035,697.77,86.15
三民區,寶德里,1586,1279793,807,580,348,976,809.59,100.33
三民區,寶泰里,1246,1100374,883,599,354,1082,927.11,104.98
三民區,寶安里,2276,2180771,958,657,365,1168,1352.40,141.15
三民區,本元里,1701,1546083,909,642,363,1147,1118.72,123.08
三民區,本安里,1568,1607578,1025,690,399,1308,1073.05,104.66
三民區,本上里,1644,1893322,1152,744,417,1538,1275.01,110.71
三民區,本揚里,2527,2550614,1009,702,386,1261,1041.22,103.16
三民區,鼎力里,1147,957967,835,608,366,1066,801.16,95.93
三民區,鼎強里,1214,917489,756,604,361,982,586.58,77.62
三民區,本和里,2469,2297328,930,675,376,1198,1131.63,121.62
新興區,大明里,308,251021,815,538,296,912,1227.70,150.64
新興區,明莊里,174,162774,935,576,295,1010,1159.60,123.96
新興區,仁聲里,319,276089,865,582,297,1008,1092.01,126.17
新興區,漢民里,247,215860,874,541,320,921,1232.80,141.06
新興區,華聲里,354,386684,1092,545,310,1044,2491.25,228.07
新興區,玉衡里,262,200250,764,564,302,862,898.91,117.61
新興區,榮治里,237,578724,2442,818,375,1834,5860.96,240.02
新興區,浩然里,668,663766,994,656,354,1215,1156.40,116.38
新興區,振成里,445,786019,1766,684,378,1392,6312.32,357.37
新興區,德生里,1140,1574402,1381,723,388,1534,3020.00,218.67
新興區,成功里,395,557969,1413,701,348,1295,3569.38,252.69
新興區,愛平里,332,350968,1057,718,369,1383,1041.74,98.54
新興區,新江里,402,714208,1777,571,271,1091,13103.46,737.54
新興區,黎明里,257,243270,947,549,304,994,2016.80,213.06
新興區,秋山里,255,184765,725,521,263,914,712.91,98.39
新興區,長驛里,260,208220,801,578,332,1048,768.53,95.97
新興區,建興里,291,345038,1186,561,310,911,6239.78,526.25
新興區,德望里,730,752544,1031,637,334,1197,1610.96,156.27
新興區,中東里,804,782350,973,559,316,1051,2140.16,219.94
新興區,東坡里,373,317679,852,582,320,1014,1024.55,120.30
新興區,蕉園里,258,260168,1008,604,310,1209,1270.05,125.95
新興區,德政里,228,214052,939,579,334,1100,1199.43,127.76
新興區,南港里,629,552203,878,572,326,1042,1243.31,141.62
新興區,開平里,1264,2287337,1810,733,378,1494,12506.76,691.13
新興區,光耀里,737,670909,910,637,337,1117,1389.10,152.59
新興區,永寧里,503,519684,1033,642,354,1156,1596.38,154.51
新興區,順昌里,609,609833,1001,640,337,1085,3202.23,319.79
新興區,正氣里,506,534072,1055,645,319,1220,1962.46,185.93
新興區,建華里,257,376362,1464,614,345,1151,7847.87,535.89
新興區,振華里,408,580347,1422,733,340,1449,4721.18,331.91
新興區,文昌里,972,1252566,1289,758,373,1543,2512.07,194.94
新興區,興昌里,637,612732,962,625,323,1146,1262.27,131.23
前金區,青山里,580,693063,1195,666,351,1275,2301.21,192.58
前金區,長興里,338,404395,1196,583,348,1042,6362.13,531.76
前金區,民生里,246,242593,986,650,339,1111,1108.95,112.45
前金區,東金里,341,424237,1244,666,327,1251,2312.09,185.85
前金區,林投里,205,256973,1254,542,292,965,5671.47,452.44
前金區,後金里,247,257728,1043,658,320,1240,1544.05,147.98
前金區,文東里,416,469430,1128,655,341,1340,1621.99,143.74
前金區,長生里,603,642021,1065,671,345,1310,1217.90,114.39
前金區,博孝里,320,313481,980,576,353,1120,1126.13,114.96
前金區,復元里,378,501792,1327,773,399,1388,2904.70,218.81
前金區,社東里,609,920908,1512,768,396,1543,3542.37,234.26
前金區,社西里,377,490739,1302,693,397,1312,3538.99,271.88
前金區,國民里,354,579231,1636,653,377,1363,4956.41,302.91
前金區,新生里,1271,1438634,1132,720,364,1382,1795.79,158.65
前金區,北金里,250,194891,780,519,290,988,908.16,116.50
前金區,榮復里,368,287876,782,516,293,928,892.93,114.15
前金區,文西里,316,288680,914,569,322,941,1463.52,160.20
前金區,草江里,370,359321,971,629,351,1188,1072.24,110.41
前金區,長城里,377,320672,851,601,310,1028,941.69,110.71
前金區,三川里,189,123742,655,517,285,777,624.54,95.39
苓雅區,博仁里,243,387068,1593,715,411,1656,3699.25,232.24
苓雅區,苓洲里,485,604398,1246,650,355,1302,2576.40,206.74
苓雅區,苓昇里,330,247298,749,589,325,992,655.22,87.43
苓雅區,苓雅里,473,422956,894,599,356,1077,1052.74,117.73
苓雅區,苓中里,503,432860,861,556,325,964,1783.84,207.29
苓雅區,苓東里,431,422841,981,573,309,961,2487.18,253.52
苓雅區,城東里,721,699082,970,665,396,1164,1213.01,125.10
苓雅區,城北里,470,471701,1004,635,329,1096,1515.98,151.05
苓雅區,城西里,155,100472,648,465,316,792,569.75,87.90
苓雅區,意誠里,1119,883821,790,567,318,968,928.68,117.58
苓雅區,鼓中里,308,242286,787,593,296,985,762.66,96.95
苓雅區,田西里,429,407079,949,609,319,1130,1297.73,136.76
苓雅區,日中里,745,726348,975,624,373,1173,1058.50,108.57
苓雅區,美田里,380,323708,852,604,302,1120,928.12,108.95
苓雅區,林西里,538,447070,831,560,347,975,828.31,99.68
苓雅區,林南里,1116,1461225,1309,764,415,1428,3156.78,241.10
苓雅區,林德里,600,703434,1172,699,380,1476,1419.62,121.09
苓雅區,福海里,334,264858,793,620,361,988,659.03,83.11
苓雅區,福南里,499,394614,791,564,313,994,880.45,111.33
苓雅區,福西里,473,301202,637,513,313,772,538.42,84.55
苓雅區,福東里,810,580213,716,562,333,936,634.17,88.53
苓雅區,五福里,1175,954833,813,577,331,961,1526.98,187.91
苓雅區,仁政里,492,526866,1071,671,331,1255,1735.42,162.06
苓雅區,凱旋里,678,786642,1160,721,354,1369,1588.70,136.93
苓雅區,人和里,580,577173,995,605,316,1166,1645.42,165.35
苓雅區,和煦里,655,643052,982,634,352,1160,1305.22,132.95
苓雅區,普照里,1110,1533042,1381,696,391,1315,5016.00,363.18
苓雅區,晴朗里,429,514591,1200,679,322,1359,1711.59,142.69
苓雅區,廣澤里,579,567662,980,659,361,1154,1681.83,171.54
苓雅區,奏捷里,493,415487,843,595,333,1067,792.11,93.99
苓雅區,永康里,721,626295,869,634,338,1157,797.59,91.82
苓雅區,林圍里,938,1975107,2106,780,386,1558,24098.88,1144.48
苓雅區,林興里,359,330822,922,609,347,973,2992.25,324.71
苓雅區,林靖里,575,512158,891,655,377,1196,767.40,86.16
苓雅區,同慶里,799,1067391,1336,868,463,1601,1486.55,111.28
苓雅區,福隆里,783,641174,819,606,357,1007,797.30,97.37
苓雅區,福康里,546,402291,737,594,351,982,609.79,82.76
苓雅區,福人里,595,459307,772,604,341,976,759.19,98.35
苓雅區,福地里,777,556952,717,558,340,868,616.42,86.00
苓雅區,福居里,742,518082,698,529,326,890,627.45,89.86
苓雅區,五權里,691,602802,872,603,356,1054,1139.60,130.63
苓雅區,正義里,871,1025115,1177,743,396,1433,1254.39,106.58
苓雅區,福壽里,428,393934,920,524,309,959,2405.31,261.33
苓雅區,林中里,1025,911032,889,624,338,1076,1035.45,116.50
苓雅區,華堂里,995,892963,897,614,347,1077,1216.95,135.60
苓雅區,朝陽里,502,407616,812,593,353,1042,733.51,90.34
苓雅區,林華里,890,816173,917,613,365,1070,2550.78,278.15
苓雅區,林榮里,1416,1228778,868,583,345,1043,1046.57,120.60
苓雅區,正心里,1313,1165861,888,622,356,1094,917.73,103.36
苓雅區,福祥里,352,255768,727,541,316,934,644.47,88.69
苓雅區,安祥里,912,1222788,1341,735,364,1441,2386.06,177.96
苓雅區,中正里,1091,2276754,2087,760,401,1536,26827.83,1285.57
苓雅區,普天里,1148,1242621,1082,655,367,1307,1522.08,140.62
苓雅區,林富里,732,1355686,1852,823,444,1721,5311.22,286.78
苓雅區,民主里,1295,1128368,871,620,358,1135,818.60,93.95
苓雅區,正仁里,799,642795,804,598,339,996,812.06,100.94
苓雅區,林貴里,642,638216,994,662,365,1320,1020.50,102.65
苓雅區,正大里,1696,1563589,922,638,372,1103,1005.71,109.09
苓雅區,光華里,167,130441,781,602,373,889,758.49,97.11
苓雅區,正道里,1400,1123315,802,597,346,1005,765.45,95.40
