"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
中山區,和平里,146,120280,824,684,449,1192,534.98,64.94
中山區,仙洞里,166,114857,692,545,336,838,567.77,82.06
中山區,太白里,255,178402,700,554,358,879,504.53,72.11
中山區,西榮里,190,124232,654,470,303,780,622.82,95.25
中山區,西華里,293,206110,703,532,334,897,630.13,89.58
中山區,西定里,256,169355,662,482,331,832,574.90,86.90
中山區,西康里,399,255525,640,557,356,815,410.89,64.16
中山區,德和里,2027,1783185,880,622,381,1148,828.57,94.19
中山區,德安里,1252,1012449,809,610,394,1026,686.62,84.91
中山區,中和里,1816,1390567,766,579,365,974,850.04,111.01
中山區,和慶里,1870,1244040,665,556,350,851,466.00,70.05
安樂區,嘉仁里,1039,698373,672,511,326,835,582.94,86.73
安樂區,樂一里,158,95395,604,532,317,751,516.30,85.51
安樂區,定國里,300,207172,691,550,375,844,512.47,74.21
安樂區,安和里,282,215657,765,573,337,928,727.42,95.12
安樂區,定邦里,345,237509,688,558,337,836,616.63,89.57
安樂區,永康里,596,410138,688,551,360,865,557.32,80.99
安樂區,慈仁里,293,189074,645,507,330,809,541.01,83.84
安樂區,干城里,584,359386,615,525,325,799,431.44,70.11
安樂區,外寮里,1277,957925,750,581,359,956,631.52,84.19
安樂區,中崙里,531,546608,1029,603,356,1004,5313.99,516.23
安樂區,內寮里,1767,1444183,817,590,363,1045,752.61,92.08
安樂區,西川里,340,206466,607,489,311,811,449.79,74.07
安樂區,新西里,386,255968,663,538,341,839,497.63,75.04
安樂區,新崙里,1321,1032528,782,601,379,975,671.69,85.93
安樂區,鶯歌里,1059,1002924,947,680,394,1292,882.01,93.13
安樂區,三民里,895,609696,681,529,355,859,552.77,81.14
安樂區,四維里,1883,1626134,864,643,390,1140,731.28,84.68
安樂區,五福里,1214,883984,728,571,360,893,655.90,90.08
安樂區,六合里,1438,1189646,827,612,367,1020,807.35,97.59
安樂區,七賢里,920,690746,751,602,366,931,619.53,82.52
安樂區,長樂里,1283,1454109,1133,769,440,1392,1342.01,118.41
安樂區,武崙里,1560,1382081,886,672,399,1129,786.82,88.81
安樂區,興寮里,1511,1200340,794,626,386,1063,619.84,78.03
安樂區,鶯安里,1141,1110652,973,741,413,1303,840.26,86.32
安樂區,壯觀里,1574,1561646,992,810,459,1312,775.91,78.20
信義區,仁壽里,436,411821,945,626,349,1063,1145.56,121.28
